Context,Question,Answer,Context Length,Answer Length,Question Length
"""এনক্রিপশনের মূল চারটি অংশ রয়েছে। যথা- ১) প্লেইনটেক্সট- এনক্রিপ্ট করার পূর্বের মেসেজ যা মানুষের পাঠযোগ্য রূপে থাকে। ২) সাইফারটেক্স- এনক্রিপ্ট করার পরের মেসেজ যা মানুষের পাঠযোগ্য রূপে থাকে না। ৩) এনক্রিপশন অ্যালগোরিদম- গাণিতিক ফর্মূলা যা প্লেইনটেক্সট থেকে সাইফারটেক্সয়ে এনক্রিপ্ট করার জন্য বা সাইফারটেক্সট থেকে প্লেইনটেক্সয়ে ডিক্রিপ্ট করার জন্য প্রয়োজন। ৪) কী- গোপন কোড যা এনক্রিপ্ট বা ডিক্রিপ্ট করার জন্য প্রয়োজন।
""",এনক্রিপ্ট বা ডিক্রিপ্ট করার জন্য  কোন গোপন কোড প্রয়োজন?,কী,60,1,9
স্টেপ ইনডেক্স ফাইবারের কোরের প্রতিসরাংক সর্বত্র সমান থাকে। গ্রেডেড ইনডেক্স ফাইবারের কোরের প্রতিসরাংক কেন্দ্রে সবচাইতে বেশি এবং ইহার ব্যাসার্ধ বরাবর কমতে থাকে। কোরের প্রতিসরাংকের ভিন্নতার জন্য এ দুই ধরনের ফাইবারের আলোক রশ্মির গতিপথও ভিন্ন হয়। গ্রেডেড ইনডেক্স ফাইবারের তুলনায় স্টেপ ইনডেক্স ফাইবারের কোরের ব্যাসার্ধ বেশি।,গ্রেডেড ইনডেক্স ফাইবারের কোরের প্রতিসরাংক কোথায় সবচাইতে বেশি?,কেন্দ্রে ,45,1,8
"কো-এক্সিয়াল ক্যাবলের সুবিধাসমূহ-  অ্যানালগ এবং ডিজিটাল উভয় ডেটা ট্রান্সমিশনে এ ক্যাবল ব্যবহৃত হয়, এটি ফাইবার ক্যাবল অপেক্ষা কম ব্যয়বহুল এবং সহজে বহনযোগ্য,এর বাইরের দিকে বিদ্যুৎ-কুপরিবাহী আবরণের কারণে টুইস্টেড পেয়ার ক্যাবল অপেক্ষা এ ক্যাবলের মাধ্যমে অধিক দূরত্বে অত্যন্ত দ্রুতগতিতে ডেটা প্রেরণ সম্ভব।",অ্যানালগ এবং ডিজিটাল উভয় ডেটা ট্রান্সমিশনে কোন ক্যাবল ব্যবহৃত হয়? ,কো-এক্সিয়াল ,41,1,10
"কো-এক্সিয়াল ক্যাবলের সুবিধাসমূহ-  অ্যানালগ এবং ডিজিটাল উভয় ডেটা ট্রান্সমিশনে এ ক্যাবল ব্যবহৃত হয়, এটি ফাইবার ক্যাবল অপেক্ষা কম ব্যয়বহুল এবং সহজে বহনযোগ্য,এর বাইরের দিকে বিদ্যুৎ-কুপরিবাহী আবরণের কারণে টুইস্টেড পেয়ার ক্যাবল অপেক্ষা এ ক্যাবলের মাধ্যমে অধিক দূরত্বে অত্যন্ত দ্রুতগতিতে ডেটা প্রেরণ সম্ভব।", টুইস্টেড পেয়ার ক্যাবল অপেক্ষা কোন ক্যাবলের মাধ্যমে অধিক দূরত্বে অত্যন্ত দ্রুতগতিতে ডেটা প্রেরণ সম্ভব?,কো-এক্সিয়াল ,41,1,14
"প্রয়োগের বৈশিষ্ট্যের ভিত্তিতে উপরে উল্লেখিত ভাগগুলো ছাড়াও কম্পিউটারের ভাষাকে প্রধানত দুইটি ভাগে ভাগ করা যায়। এ ভাগ দুইটি হল- ১) প্রক্রিয়া ভিত্তিক ভাষা,২) সমস্যা ভিত্তিক ভাষা। প্রক্রিয়া ভিত্তিক ভাষাসমূহ মূলত সাধারণ প্রয়োগের ভাষা। এসব ভাষা কমপিউটেশন বা হিসাবের প্রক্রিয়া নির্দেশ করে। কম্পিউটার কিভাবে এসব প্রোগ্রাম নির্বাহ করবে তা প্রোগ্রাম রচয়িতাকে ভাবতে হয় না। প্রক্রিয়া-ভিত্তিক ভাষার উদাহরণ হল ফোরট্রান, কোবল, বেসিক, প্যাস্কেল, পি-এল/ ওয়ান ইত্যাদি।প্রক্রিয়া ভিত্তিক ভাষার বিশেষ বিশেষ ক্ষেত্রে দক্ষভাবে ডেটা প্রক্রিয়াকরণের জন্য সমস্যা- ভিত্তিক ভাষা ব্যবহৃত হয়। এ সমস্ত ভাষার প্রক্রিয়াকরণের প্রোসিডিউর বা প্রক্রিয়া উল্লেখ না করে শুধু ইনপুট / আউটপুট বিষয়াদি এবং অন্যান্য প্যারামিটার কম্পিউটারকে সরবরাহ করা হয়। প্রক্রিয়াকরণের প্রক্রিয়া পূর্ব হতে নির্ধারিত থাকে বলে এভাবে কম্পিউটার দিয়ে কাজ করানো সম্ভব হয়। রিপোর্ট তৈরি এবং ফাইল প্রক্রিয়াকরণের ভাষা আরপিজি (রিপোর্ট প্রোগ্রাম জেনারেশন), সিমুলেশনের জন্য ব্যবহৃত জিপিএসএস, সিমবলিক ডেটার তালিকা প্রক্রিয়াকরণের জন্য লিপ্স এবং সিভিল ইঞ্জিনিয়ারিং সমস্যা সমাধানের জন্য ব্যবহৃত কোগো এ ধরনের ভাষার উদাহরণ।", সিভিল ইঞ্জিনিয়ারিং সমস্যা সমাধানের জন্য কি ব্যবহৃত হয় ? ,কোগো,146,1,9
অনেক ডোমেইন নেম এর পর দুই অক্ষরবিশিষ্ট আরেকটি অতিরিক্ত কোড যুক্ত করা হয়। ডোমেন নামটি কোন দেশে তা এই কোড দ্বারা বুঝতে পারা যায়। পৃথিবীর বিভিন্ন দেশের জন্য কান্ট্রি কোড নির্ধারণ করা আছে। কান্ট্রি কোড যুক্ত ডোমেইকে বলা হয় কান্ট্রি ডোমেইন ।,অনেক ডোমেইন নেম এর পর দুই অক্ষরবিশিষ্ট আরেকটি অতিরিক্ত কি  যুক্ত করা হয়? ,কোড,42,1,13
"অ্যালগোরিদম, ফ্লোচার্ট ও সুডোকোড থেকে সুবিধামত কোন প্রোগ্রামিং ভাষায় প্রোগ্রাম লিখতে হয়। এ হল প্রোগ্রামিং এর সবচেয়ে সহজ অংশ, একে প্রোগ্রাম কোডিং বলে।প্রোগ্রাম কোডিং করার পর প্রোগ্রাম বাস্তবায়ন করা হয়। এ পর্বের প্রথমে প্রোগ্রামকে টেস্ট করা হয় এবং টেস্টিং করার পর প্রয়োজন অনুসারে সংশোধন করা হয়। প্রোগ্রামে ভুল থাকলে তা সংশোধন করা হয়। প্রোগ্রামের ভুলকে প্রোগ্রামের বাগ বলা হয়। আর এ বাগ সংশোধন করাকে ডিবাগিং বলা হয়।
",প্রোগ্রাম কি করার পর প্রোগ্রাম বাস্তবায়ন করা হয়? ,কোডিং ,67,1,8
"পঁচিশটির মত সাধারণ হাই লেভেল ভাষা আছে, তার মধ্যে প্রধান হল অ্যালগল, কোবল, পিএল / 1, এপিএল, লোগো, লিম্প, সি, প্রোলগ, ফোর্থ, কোবল, ফোরট্রান, প্যাস্কাল ও বেসিক। হাই লেভেল ভাষাকে দুভাগে ভাগ করা যায়, যথা- ১) সাধারণ কাজের ভাষা ও ২) বিশেষ কাজের ভাষা। যে ভাষা সব ধরনের কাজের উপযোগী তাকে বলে সাধারণ কাজের ভাষা, যেমন- বেসিক, প্যাস্কাল, সি ইত্যাদি। যে ভাষা শুধু বিশেষ বিশেষ কাজের উপযোগী তাকে বলে বিশেষ কাজের ভাষা, যেমন- কোবল, লিস্প, ফোরট্রান।
", বিশেষ কাজের ভাষা কোনটি?,কোবল,76,1,4
"কম্পাইলারের কাজ হাই লেভেল ভাষার উৎস প্রোগ্রামকে বস্তু প্রোগ্রামে অনুবাদ করা। অ্যাসেম্বলার ও কম্পাইলার উভয়েই গৌণ মেমরিতে থাকে। প্রয়োজনের সময় তাদের র‍্যামে আনা হয়। অ্যাসেম্বলি ভাষাকে মেশিনভাষায় অনুবাদ করার চেয়ে হাই লেভেল ভাষাকে মেশিনভাষায় অনুবাদ করা অনেক কঠিন বলে কম্পাইলার অ্যাসেম্বলারের তুলনায় বেশি জটিল হয়। ফলে কম্পাইলার মেমরি অবস্থানের বেশি জায়গা অধিকার করে। ভিন্ন ভিন্ন হাই লেভেল ভাষার জন্য ভিন্ন ভিন্ন কম্পাইলার লাগে কারণ কোন নির্দিষ্ট কম্পাইলার একটিমাত্র হাই লেভেল ভাষাকে মেশিনভাষায় পরিণত করতে পারে। যেমন যেই কম্পাইলার বেসিককে মেশিনভাষায় অনুবাদ করতে পারে তা কিন্তু কোবলকে মেশিনভাষায় অনুবাদ করতে পারে না। সাধারণত হাই লেভেল ভাষার একটি বাক্য মেশিন ভাষায় চার পাঁচটি নির্দেশে পরিণত হয়। কম্পাইলার অনুবাদ করা ছাড়াও উৎস প্রোগ্রামের গুণাগুণ বিচারও করতে পারে।
",কম্পাইলার কোন ভাষাকে মেশিন ভাষায় অনুবাদ করতে পারে না ?,কোবল,114,1,10
 কোয়ালকম আবিষ্কৃত সিডিএমএ  একটি এডভান্সড ডিজিটাল ওয়্যারলেস প্রযুক্তি। ১৯৯৫ সালে এই প্রযুক্তি সারা বিশ্বে ব্যাপক পরিচিতি লাভ করে। এই প্রযুক্তিতে প্রতিটি কল বা ডেটা পাঠানো হয় ইউনিক কোডিং পদ্ধতি ব্যবহার করে। এটির শুরু দ্বিতীয় প্রজন্মের ওয়্যারলেস প্রযুক্তির মাধ্যমে। সিডিএমএ-র জন্য আইএস-৯৫এ স্যান্ডার্ড নির্ধারণ করা হয়। সিডিএমএ ১৯৯৯ সালে তৃতীয় প্রজন্মে পা রাখে। তৃতীয় প্রজন্মে ওয়াইডব্যান্ড সিডিএমএ বা ডব্লিউ-সিডিএমএ 5 মেগাহার্টজ ব্যান্ডউইথ ব্যবহার করা হয়। বাংলাদেশে সিটিসেল সিডিএমএ প্রযুক্তি ব্যবহার করছে।,কি  আবিষ্কৃত সিডিএমএ  একটি এডভান্সড ডিজিটাল ওয়্যারলেস প্রযুক্তি? ,কোয়ালকম ,70,1,8
 কোয়ালকম আবিষ্কৃত সিডিএমএ  একটি এডভান্সড ডিজিটাল ওয়্যারলেস প্রযুক্তি। ১৯৯৫ সালে এই প্রযুক্তি সারা বিশ্বে ব্যাপক পরিচিতি লাভ করে। এই প্রযুক্তিতে প্রতিটি কল বা ডেটা পাঠানো হয় ইউনিক কোডিং পদ্ধতি ব্যবহার করে। এটির শুরু দ্বিতীয় প্রজন্মের ওয়্যারলেস প্রযুক্তির মাধ্যমে। সিডিএমএ-র জন্য আইএস-৯৫এ স্যান্ডার্ড নির্ধারণ করা হয়। সিডিএমএ ১৯৯৯ সালে তৃতীয় প্রজন্মে পা রাখে। তৃতীয় প্রজন্মে ওয়াইডব্যান্ড সিডিএমএ বা ডব্লিউ-সিডিএমএ 5 মেগাহার্টজ ব্যান্ডউইথ ব্যবহার করা হয়। বাংলাদেশে সিটিসেল সিডিএমএ প্রযুক্তি ব্যবহার করছে।,কি আবিষ্কৃত সিডিএমএ  একটি এডভান্সড ডিজিটাল ওয়্যারলেস প্রযুক্তি?,কোয়ালকম ,70,1,8
"এসকিউএল (স্ট্রাকচার্ড কোয়েরি ল্যাঙ্গুয়েজ) স্টেটমেন্ট তৈরীর জন্য এসকিউএল কোয়েরি ব্যবহৃত হয়। এসকিউএল কোয়েরি চার ধরনের। যথা- ইউনিয়ন কোয়েরি, পাস-থ্রু কোয়েরি, ডাটা ডেফিনেশন কোয়েরি এবং সাব-কোয়েরি। ডেটাবেজ ব্যবস্থাপনার কাজে কোয়েরি একটি গুরুত্বপূর্ণ কমান্ড। এ কমান্ডের সাহায্যে ডেটাবেজ থেকে বিভিন্ন প্রকার প্রয়োজনীয়তার ভিত্তিতে রেকর্ড অনুসন্ধান করে নতুন ফাইলে একত্রে উপস্থাপন করা যায়। এই নতুন ফাইলটিকে বলা হয় কোয়েরি ফাইল। ",ডেটাবেজ ব্যবস্থাপনার কাজে কোনটি একটি গুরুত্বপূর্ণ কমান্ড?,কোয়েরি,57,1,7
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক কি ?,কোষ,118,1,8
আনশিল্ডেড টুইস্টেড পেয়ার ক্যাবল বা ইউটিপি ক্যাবলের বিভিন্ন ধাপে উন্নয়ন ঘটেছে এবং বিভিন্ন ধরনের স্ট্যান্ডার্ডের প্রবর্তন হয়েছে। এসকল স্ট্যান্ডার্ডের মধ্যে দুটি খুব জনপ্রিয়। যথা- ইউটিপি ক্যাটাগরি-৫ ও ক্যাটাগরি-৬। বর্তমানে লোকাল এরিয়া নেটওয়ার্কের ক্ষেত্রে ক্যাটাগরি-৫ ও ক্যাটাগরি-৬ আনশিল্ডেড টুইস্টেড পেয়ার ক্যাবল বা ইউটিপি ক্যাবল ব্যবহার করা হয়।ক্যাটাগরি-৬ ক্যাবল । গিগাবাইট রেঞ্জের ডেটা ট্রান্সমিট করতে পারে।,কোন ক্যাবল । গিগাবাইট রেঞ্জের ডেটা ট্রান্সমিট করতে পারে?,ক্যাটাগরি-৬,54,1,9
ম্যানুফ্যাকচারিং সিস্টেম অটোমেশন করার জন্য কম্পিউটার এইডেড ম্যানুফ্যাকচারিং ব্যবহার করা হয়। ক্যাম  শুধুমাত্র পণ্য তৈরির মূল প্রক্রিয়ার সাথে অন্তর্ভুক্ত থাকে না বরং ইহা পণ্য ও পণ্যের বিভিন্ন অংশ তৈরির ব্যবস্থাপনা এবং সিডিউলিং  ও করে থাকে। ক্যাম পদ্ধতিতে পণ্য প্রস্তুতকরার যন্ত্রপাতি নিয়ন্ত্রণ করার জন্য কম্পিউটার ব্যবহার করা হয়।,কোন পদ্ধতিতে পণ্য প্রস্তুতকরার যন্ত্রপাতি নিয়ন্ত্রণ করার জন্য কম্পিউটার ব্যবহার করা হয়?,ক্যাম,47,1,12
"রেজিস্টার হলো সিপিউর অন্তর্গত সঞ্চয় ব্যবস্থা যাতে তথ্য বা নির্দেশ সাময়িকভাবে সঞ্চিত রাখা যায়। রেজিস্টারে প্রোগ্রামার কোন কিছু জমা রাখতে পারে না, একমাত্র সিপিউ-ই গণনার প্রয়োজনে রেজিস্টারে কোন কিছু সঞ্চিত রাখতে পারে। রেজিস্টার প্রধান মেমরির অন্তর্গত না হলেও এর গঠন প্রধান মেমরির অনুরূপ হতে পারে। ক্যাশ মেমরি হিসেবে রেজিস্টার বহুল ব্যবহৃত হয়। তাছাড়া ক্যালকুলেটর ও ঘড়িতেও রেজিস্টারের ব্যবহার দেখা যায় ।",কি মেমরি হিসেবে রেজিস্টার বহুল ব্যবহৃত হয়? ,ক্যাশ ,61,1,7
"ক্রায়োসার্জারি হচ্ছে এক প্রকার চিকিৎসা পদ্ধতি যার মাধ্যমে অত্যাধিক শীতল তাপমাত্রা প্রয়োগ করে ত্বকের অস্বাভাবিক এবং রোগাক্রান্ত টিস্যু ধ্বংস করা হয়। খ্রিস্টপূর্ব ২৫০০ সালের দিকে মিশরীয়রা ত্বকের বিভিন্ন ধরনের ক্ষত ও প্রদাহের চিকিৎসায় শীতল তাপমাত্রার ব্যবহার করতেন। আবার নেপোলিয়নের বিখ্যাত শাস্ত্রচিকিৎসক ডমিনিক জ্যা ল্যারি অঙ্গছেদনের কাজে শীতল তাপমাত্রার ব্যবহার করতেন। ত্বক, গ্রীবাদেশীয় এবং স্তন ক্যান্সার আক্রান্ত কোষগুলোকে জমাট বাধানোর জন্য ইংল্যান্ডের চিকিৎসক জেম্‌স্‌ আরনোট লবণ এবং বরফের একটি মিশ্রণ তৈরি করে তা ১৮°-২৪° সে. তাপমাত্রায় প্রয়োগ করতেন। নিউ ইয়র্কের চিকিৎসক ক্যাম্পবেল হোয়াইট ১৯৮৯ সালে সর্বপ্রথম শীতল তাপমাত্রা দ্বারা বিভিন্ন ধরনের ত্বকের চিকিৎসার জন্য তরল গ্যাস ব্যবহার করেন।",কি হচ্ছে এক প্রকার চিকিৎসা পদ্ধতি যার মাধ্যমে অত্যাধিক শীতল তাপমাত্রা প্রয়োগ করে ত্বকের অস্বাভাবিক এবং রোগাক্রান্ত টিস্যু ধ্বংস করা হয়?,ক্রায়োসার্জারি,97,1,21
"ব্যানবেইস এ সরকারি, বেসরকারি, কারিগরি, মাদ্রাসা শিক্ষা প্রতিষ্ঠান ও ঐ সকল প্রতিষ্ঠানে নিয়োজিত শিক্ষক ও কর্মচারীদের বিভিন্ন তথ্য সম্বলিত ডেটাবেজ, শিক্ষা বোর্ডে বাংলাদেশের শিক্ষার্থীদের পরীক্ষার ফলাফল সংক্রান্ত ডেটাবেজ এর ব্যবহার রয়েছে।বাংলাদেশ পুলিশ বাহিনীর “ক্রিমিনাল ডেটাবেজ"" এ দেশের সকল দাগী আসামী, তাদের অপরাধের ধরন ও বিচরণক্ষেত্র ইত্যাদি উপাত্ত রয়েছে যা পুলিশের আইন শৃঙ্খলা নিয়ন্ত্রণ ও সন্ত্রাস দমনের জন্য প্রয়োজন। এক কথায় বলা যায় সরকারের বিভিন্ন কার্যক্রমের সাথে জড়িত বিভিন্ন উপাত্ত সংরক্ষণ ও তথ্য উৎপাদন করতে ডেটাবেজের ব্যাপক ব্যবহার রয়েছে।","বাংলাদেশ পুলিশ বাহিনীর কোন ডেটাবেজ এ দেশের সকল দাগী আসামী, তাদের অপরাধের ধরন ও বিচরণক্ষেত্র ইত্যাদি উপাত্ত রয়েছে যা পুলিশের আইন শৃঙ্খলা নিয়ন্ত্রণ ও সন্ত্রাস দমনের জন্য প্রয়োজন?",ক্রিমিনাল,78,1,28
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",মশার  ৬ জোড়া কি  রয়েছে?,ক্রোমজোম  ,118,1,5
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।", বিড়ালের  ৩৪ জোড়া কি  রয়েছে? ,ক্রোমজোম  ,118,1,5
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",মানুষের শরীরের ২৩ জোড়া কি রয়েছে?,ক্রোমজোম  ,118,1,6
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",কি জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে?,ক্রোমোজোম,118,1,7
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে তাকে কি বলা হয়  ?,ক্রোমোজোম,118,1,12
"প্রাণী বা উদ্ভিদ জীবের ক্ষুদ্রতম একক হলো কোষ । কোষের প্রাণকেন্দ্রকে নিউক্লিয়াস  বলা হয়। এই নিউক্লিয়াসের ভিতরে বিশেষ কিছু পেঁচানো বস্তু আছে যাকে বলা হয় ক্রোমোজোম । ক্রোমোজোম জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। ক্রোমোজোমের মধ্যে আবার চেইনের মত পেঁচানো কিছু বস্তু থাকে যাকে ডিএনএ (ডিএনএ ডিঅক্সিরাইবো নিউক্লিক অ্যাসিড) বলা হয়। এই ডিএনএ অনেক অংশে ভাগ করা থাকে। এর এক একটি নির্দিষ্ট অংশকে বলে জীন । মূলতঃ ক্রোমোজোমের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে। উদাহরণস্বরূপ বলা যায় যে, মানুষের শরীরের ২৩ জোড়া ক্রোমজোম রয়েছে এবং বিড়ালের রয়েছে ৩৪ জোড়া। আর মশার আছে ৬ জোড়া। এদের মধ্যে এক জোড়া ক্রোমজোম বংশগতির বাহক। আমাদের শরীরে প্রায় ৩০০০০০ জীন রয়েছে। এক সেট পূর্ণাঙ্গ জীনকে জিনোম  বলা হয় ।",কিসের অভ্যন্তরে অবস্থিত জীনই জীবের বিভিন্ন বৈশিষ্ট্য বহন করে থাকে? ,ক্রোমোজোমের ,118,1,10
